2000, 100, 0.006207
2000, 200, 0.012288
2000, 300, 0.018667
2000, 400, 0.024894
2000, 500, 0.031549
2000, 600, 0.037781
2000, 700, 0.044007
2000, 800, 0.050567
2000, 900, 0.057501
2000, 1000, 0.064850
2000, 1100, 0.072682
2000, 1200, 0.079696
2000, 1300, 0.088587
2000, 1400, 0.096110
2000, 1500, 0.103935
2000, 1600, 0.111950
2000, 1700, 0.123240
2000, 1800, 0.132581
2000, 1900, 0.138131
2000, 2000, 0.147344
2000, 2100, 0.155745
2000, 2200, 0.167743
2000, 2300, 0.177035
2000, 2400, 0.181300
2000, 2500, 0.189297
2000, 2600, 0.199347
2000, 2700, 0.211027
2000, 2800, 0.215194
2000, 2900, 0.224172
2000, 3000, 0.241417
2000, 3100, 0.266138
2000, 3200, 0.277205
2000, 3300, 0.262577
2000, 3400, 0.267406
2000, 3500, 0.274757
2000, 3600, 0.288877
2000, 3700, 0.292874
2000, 3800, 0.300708
2000, 3900, 0.315790
2000, 4000, 0.317901
2000, 8000, 0.666687
2000, 12000, 1.017887
2000, 16000, 1.361908
2000, 20000, 1.713232
2000, 24000, 2.069077
2000, 28000, 2.405886
2000, 32000, 2.752788
2000, 36000, 3.090532
2000, 40000, 3.452119
2000, 44000, 3.836994
2000, 48000, 4.153412
2000, 52000, 4.516610
2000, 56000, 4.867241
2000, 60000, 5.215228
2000, 64000, 5.630116
2000, 68000, 5.907868
2000, 72000, 6.235025
2000, 76000, 6.582736
2000, 80000, 7.030245
2000, 84000, 7.265889
2000, 88000, 7.621250
2000, 92000, 8.048863
2000, 96000, 8.292377
2000, 100000, 8.635854
2000, 104000, 8.989225
2000, 108000, 8.961745
2000, 112000, 9.694065
2000, 116000, 10.075648
2000, 120000, 10.461563
2000, 124000, 10.770955
2000, 128000, 11.117682
2000, 132000, 11.578769
2000, 136000, 11.422157
2000, 140000, 12.238448
2000, 144000, 12.521245
2000, 148000, 13.031924
2000, 152000, 13.159411
2000, 156000, 13.587685
2000, 160000, 13.881900
2000, 164000, 14.278871
2000, 168000, 14.559047
2000, 172000, 14.953689
2000, 176000, 15.357047
2000, 180000, 15.662671
2000, 184000, 16.026448
2000, 188000, 16.399034
2000, 192000, 16.616175
2000, 196000, 17.066695
2000, 200000, 17.415828
