2000, 100, 0.006535
2000, 200, 0.013144
2000, 300, 0.019793
2000, 400, 0.026510
2000, 500, 0.032965
2000, 600, 0.039860
2000, 700, 0.043748
2000, 800, 0.050678
2000, 900, 0.057734
2000, 1000, 0.065637
2000, 1100, 0.099832
2000, 1200, 0.115293
2000, 1300, 0.089059
2000, 1400, 0.090789
2000, 1500, 0.104333
2000, 1600, 0.098444
2000, 1700, 0.142495
2000, 1800, 0.139977
2000, 1900, 0.251874
2000, 2000, 0.128553
2000, 2100, 0.134107
2000, 2200, 0.194624
2000, 2300, 0.135951
2000, 2400, 0.215751
2000, 2500, 0.155583
2000, 2600, 0.186915
2000, 2700, 0.156334
2000, 2800, 0.173740
2000, 2900, 0.188864
2000, 3000, 0.183419
2000, 3100, 0.219069
2000, 3200, 0.205955
2000, 3300, 0.277268
2000, 3400, 0.207174
2000, 3500, 0.253962
2000, 3600, 0.219096
2000, 3700, 0.291934
2000, 3800, 0.232947
2000, 3900, 0.238429
2000, 4000, 0.317919
2000, 8000, 0.527444
2000, 12000, 0.753879
2000, 16000, 0.764144, 0.234316, 0.197084, 0.431400
2000, 20000, 0.719904, 0.122348, 0.219293, 0.341641
2000, 24000, 0.829842, 0.122655, 0.258723, 0.381378
2000, 28000, 0.939862, 0.122677, 0.298575, 0.421252
2000, 32000, 1.050144, 0.123257, 0.337721, 0.460978
2000, 36000, 1.159713, 0.121946, 0.377829, 0.499776
2000, 40000, 1.271456, 0.122953, 0.418238, 0.541191
2000, 44000, 1.380841, 0.123525, 0.457696, 0.581221
2000, 48000, 1.489556, 0.123466, 0.496000, 0.619466
2000, 52000, 1.603113, 0.124426, 0.537561, 0.661987
2000, 56000, 1.732415, 0.124300, 0.594628, 0.718929
2000, 60000, 1.824092, 0.125969, 0.616584, 0.742553
2000, 64000, 1.932600, 0.123678, 0.656529, 0.780207
2000, 68000, 2.045472, 0.125973, 0.696986, 0.822959
2000, 72000, 2.153286, 0.125022, 0.735303, 0.860325
2000, 76000, 2.262928, 0.125671, 0.774286, 0.899957
2000, 80000, 2.396740, 0.123933, 0.837156, 0.961089
2000, 84000, 2.480035, 0.125600, 0.850644, 0.976244
2000, 88000, 2.593450, 0.125367, 0.894384, 1.019751
2000, 92000, 2.739160, 0.124070, 0.970757, 1.094827
2000, 96000, 2.835026, 0.123341, 0.995063, 1.118404
2000, 100000, 2.920738, 0.124198, 1.012060, 1.136257
2000, 104000, 3.033755, 0.124992, 1.052674, 1.177666
2000, 108000, 3.138772, 0.124915, 1.088105, 1.213020
2000, 112000, 3.250098, 0.126856, 1.127635, 1.254490
2000, 116000, 3.358244, 0.125015, 1.166709, 1.291724
2000, 120000, 3.469828, 0.126582, 1.205272, 1.331854
2000, 124000, 3.578527, 0.126098, 1.244790, 1.370888
2000, 128000, 3.693732, 0.129000, 1.285425, 1.414424
2000, 132000, 3.799378, 0.126126, 1.324873, 1.450999
2000, 136000, 3.912130, 0.127104, 1.365855, 1.492959
2000, 140000, 4.048484, 0.125298, 1.434168, 1.559466
2000, 144000, 4.118167, 0.125204, 1.435233, 1.560437
2000, 148000, 4.245494, 0.126527, 1.485312, 1.611839
2000, 152000, 4.338368, 0.127509, 1.512200, 1.639709
2000, 156000, 4.457678, 0.128345, 1.557946, 1.686291
2000, 160000, 4.562455, 0.126101, 1.595961, 1.722061
2000, 164000, 4.670670, 0.125899, 1.634441, 1.760340
2000, 168000, 4.781066, 0.127016, 1.674367, 1.801383
2000, 172000, 4.902478, 0.126822, 1.721888, 1.848710
2000, 176000, 5.001360, 0.126723, 1.752865, 1.879587
2000, 180000, 5.113023, 0.127873, 1.791502, 1.919375
2000, 184000, 5.226306, 0.126814, 1.836565, 1.963378
2000, 188000, 5.456981, 0.125674, 1.996744, 2.122417
2000, 192000, 5.433711, 0.126564, 1.903211, 2.029776
2000, 196000, 5.588919, 0.126026, 1.987002, 2.113028
2000, 200000, 5.638814, 0.127824, 1.968035, 2.095859
