2000, 100, 0.007117
2000, 200, 0.013487
2000, 300, 0.020648
2000, 400, 0.026261
2000, 500, 0.032316
2000, 600, 0.038678
2000, 700, 0.045228
2000, 800, 0.052355
2000, 900, 0.059418
2000, 1000, 0.067326
2000, 1100, 0.075108
2000, 1200, 0.083428
2000, 1300, 0.090311
2000, 1400, 0.102740
2000, 1500, 0.107939
2000, 1600, 0.117751
2000, 1700, 0.128478
2000, 1800, 0.133764
2000, 1900, 0.142879
2000, 2000, 0.150735
2000, 2100, 0.160349
2000, 2200, 0.167856
2000, 2300, 0.177911
2000, 2400, 0.187540
2000, 2500, 0.198195
2000, 2600, 0.205289
2000, 2700, 0.211335
2000, 2800, 0.218627
2000, 2900, 0.228518
2000, 3000, 0.237340
2000, 3100, 0.244540
2000, 3200, 0.254042
2000, 3300, 0.279857
2000, 3400, 0.285294
2000, 3500, 0.294730
2000, 3600, 0.298464
2000, 3700, 0.301581
2000, 3800, 0.305681
2000, 3900, 0.315445
2000, 4000, 0.322928
2000, 8000, 0.669615
2000, 12000, 1.019965
2000, 16000, 1.363292
2000, 20000, 1.720345
2000, 24000, 2.012898
2000, 28000, 2.394008
2000, 32000, 2.748478
2000, 36000, 3.103553
2000, 40000, 3.450989
2000, 44000, 3.823321
2000, 48000, 4.175720
2000, 52000, 4.519553
2000, 56000, 4.882229
2000, 60000, 5.216051
2000, 64000, 5.618088
2000, 68000, 5.972178
2000, 72000, 6.268916
2000, 76000, 6.603973
2000, 80000, 6.961299
